1	1.000	-70.000	
1	2.000	-69.990	
1	3.000	-69.914	
1	4.000	-69.755	
1	5.000	-69.561	
1	6.000	-69.347	
1	7.000	-69.134	
1	8.000	-68.918	
1	9.000	-68.675	
1	10.000	-68.443	
1	11.000	-68.239	
1	12.000	-68.065	
1	13.000	-67.872	
1	14.000	-67.676	
1	15.000	-67.505	
1	16.000	-67.306	
1	17.000	-67.075	
1	18.000	-66.848	
1	19.000	-66.592	
1	20.000	-66.322	
1	21.000	-66.045	
1	22.000	-65.839	
1	23.000	-65.701	
1	24.000	-65.595	
1	25.000	-65.519	
1	26.000	-65.445	
1	27.000	-65.374	
1	28.000	-65.311	
1	29.000	-65.259	
1	30.000	-65.198	
1	31.000	-65.170	
1	32.000	-65.179	
1	33.000	-65.219	
1	34.000	-65.254	
1	35.000	-65.312	
1	36.000	-65.381	
1	37.000	-65.410	
1	38.000	-65.416	
1	39.000	-65.379	
1	40.000	-65.279	
1	41.000	-65.133	
1	42.000	-64.971	
1	43.000	-64.832	
1	44.000	-64.749	
1	45.000	-64.695	
1	46.000	-64.706	
1	47.000	-64.734	
1	48.000	-64.747	
1	49.000	-64.753	
1	50.000	-64.750	
1	51.000	-64.795	
1	52.000	-64.890	
1	53.000	-65.026	
1	54.000	-65.192	
1	55.000	-65.373	
1	56.000	-65.575	
1	57.000	-65.801	
1	58.000	-66.016	
1	59.000	-66.184	
1	60.000	-66.312	
1	61.000	-66.377	
1	62.000	-66.346	
1	63.000	-66.264	
1	64.000	-66.164	
1	65.000	-66.056	
1	66.000	-65.978	
1	67.000	-65.957	
1	68.000	-66.004	
1	69.000	-66.111	
1	70.000	-66.230	
1	71.000	-66.321	
1	72.000	-66.365	
1	73.000	-66.400	
1	74.000	-66.446	
1	75.000	-66.466	
1	76.000	-66.400	
1	77.000	-66.268	
1	78.000	-66.171	
1	79.000	-66.129	
1	80.000	-66.153	
1	81.000	-66.158	
1	82.000	-66.125	
1	83.000	-66.090	
1	84.000	-66.010	
1	85.000	-65.883	
1	86.000	-65.781	
1	87.000	-65.728	
1	88.000	-65.669	
1	89.000	-65.633	
1	90.000	-65.665	
1	91.000	-65.728	
1	92.000	-65.787	
1	93.000	-65.842	
1	94.000	-65.899	
1	95.000	-65.962	
1	96.000	-66.015	
1	97.000	-66.028	
1	98.000	-66.051	
1	99.000	-66.108	
1	100.000	-66.115	
1	101.000	-66.094	
1	102.000	-66.042	
1	103.000	-65.981	
1	104.000	-65.915	
1	105.000	-65.842	
1	106.000	-65.800	
1	107.000	-65.802	
1	108.000	-65.846	
1	109.000	-65.902	
1	110.000	-65.990	
1	111.000	-66.065	
1	112.000	-66.122	
1	113.000	-66.157	
1	114.000	-66.157	
1	115.000	-66.142	
1	116.000	-66.144	
1	117.000	-66.120	
1	118.000	-66.074	
1	119.000	-66.018	
1	120.000	-65.962	
1	121.000	-65.946	
1	122.000	-65.981	
1	123.000	-65.978	
1	124.000	-65.913	
1	125.000	-65.820	
1	126.000	-65.727	
1	127.000	-65.651	
1	128.000	-65.624	
1	129.000	-65.625	
1	130.000	-65.633	
1	131.000	-65.653	
1	132.000	-65.642	
1	133.000	-65.634	
1	134.000	-65.635	
1	135.000	-65.644	
1	136.000	-65.689	
